age_struct,bedrooms,BLD_label,gross_rent,num_persons,move_in,HHT_label
100,1,10-19 Apartments,1820,2,3,Nonfamily household: Male householder: Not living alone
100,1,10-19 Apartments,1820,2,3,Nonfamily household: Male householder: Not living alone
100,2,3-4 Apartments,1990,2,1,Nonfamily household: Female householder: Not living alone
100,2,3-4 Apartments,1990,2,1,Nonfamily household: Female householder: Not living alone
100,2,2 Apartments,1930,2,2,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1930,2,2,"Other family household: Female householder, no spouse present"
12,2,50 or more apartments,2522,3,3,Married couple household
12,2,50 or more apartments,2522,3,3,Married couple household
12,2,50 or more apartments,2522,3,3,Married couple household
100,1,2 Apartments,750,1,3,Nonfamily household: Male householder: Living alone
100,3,3-4 Apartments,730,1,7,Nonfamily household: Female householder: Living alone
43,4,One-family house detached,2311,5,7,Married couple household
43,4,One-family house detached,2311,5,7,Married couple household
43,4,One-family house detached,2311,5,7,Married couple household
43,4,One-family house detached,2311,5,7,Married couple household
43,4,One-family house detached,2311,5,7,Married couple household
43,3,3-4 Apartments,2120,2,3,Married couple household
43,3,3-4 Apartments,2120,2,3,Married couple household
33,1,5-9 Apartments,220,1,15,Nonfamily household: Male householder: Living alone
100,2,2 Apartments,910,3,15,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,910,3,15,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,910,3,15,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,2340,3,3,Married couple household
100,4,3-4 Apartments,2340,3,3,Married couple household
100,4,3-4 Apartments,2340,3,3,Married couple household
100,1,20-49 Apartments,1560,2,7,Nonfamily household: Male householder: Not living alone
100,1,20-49 Apartments,1560,2,7,Nonfamily household: Male householder: Not living alone
100,2,20-49 Apartments,2540,1,30,Nonfamily household: Female householder: Living alone
33,1,10-19 Apartments,1920,2,2,Nonfamily household: Male householder: Not living alone
33,1,10-19 Apartments,1920,2,2,Nonfamily household: Male householder: Not living alone
100,1,10-19 Apartments,750,2,3,Married couple household
100,1,10-19 Apartments,750,2,3,Married couple household
100,5,One-family house detached,2070,4,3,"Other family household: Male householder, no spouse present"
100,5,One-family house detached,2070,4,3,"Other family household: Male householder, no spouse present"
100,5,One-family house detached,2070,4,3,"Other family household: Male householder, no spouse present"
100,5,One-family house detached,2070,4,3,"Other family household: Male householder, no spouse present"
53,1,3-4 Apartments,1030,2,1,Married couple household
53,1,3-4 Apartments,1030,2,1,Married couple household
33,2,50 or more apartments,1240,1,15,Nonfamily household: Male householder: Living alone
53,2,5-9 Apartments,1380,1,30,Nonfamily household: Female householder: Living alone
43,2,5-9 Apartments,1750,3,2,Nonfamily household: Male householder: Not living alone
43,2,5-9 Apartments,1750,3,2,Nonfamily household: Male householder: Not living alone
43,2,5-9 Apartments,1750,3,2,Nonfamily household: Male householder: Not living alone
43,1,2 Apartments,1470,1,1,Nonfamily household: Female householder: Living alone
15,2,50 or more apartments,1910,2,2,Married couple household
15,2,50 or more apartments,1910,2,2,Married couple household
100,1,10-19 Apartments,1430,1,2,Nonfamily household: Male householder: Living alone
43,2,One-family house attached,2000,2,2,Nonfamily household: Male householder: Not living alone
43,2,One-family house attached,2000,2,2,Nonfamily household: Male householder: Not living alone
33,1,50 or more apartments,444,1,3,Nonfamily household: Male householder: Living alone
100,1,50 or more apartments,620,1,15,Nonfamily household: Female householder: Living alone
100,3,2 Apartments,1420,3,2,"Other family household: Female householder, no spouse present"
100,3,2 Apartments,1420,3,2,"Other family household: Female householder, no spouse present"
100,3,2 Apartments,1420,3,2,"Other family household: Female householder, no spouse present"
63,1,3-4 Apartments,1000,1,3,Nonfamily household: Female householder: Living alone
100,5,3-4 Apartments,1530,2,25,Married couple household
100,5,3-4 Apartments,1530,2,25,Married couple household
33,2,5-9 Apartments,890,1,3,Nonfamily household: Male householder: Living alone
43,3,10-19 Apartments,1860,3,3,Married couple household
43,3,10-19 Apartments,1860,3,3,Married couple household
43,3,10-19 Apartments,1860,3,3,Married couple household
100,2,2 Apartments,640,3,15,Married couple household
100,2,2 Apartments,640,3,15,Married couple household
100,2,2 Apartments,640,3,15,Married couple household
100,4,3-4 Apartments,620,5,1,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,620,5,1,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,620,5,1,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,620,5,1,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,620,5,1,"Other family household: Female householder, no spouse present"
23,1,10-19 Apartments,1650,2,3,Married couple household
23,1,10-19 Apartments,1650,2,3,Married couple household
100,1,10-19 Apartments,820,1,3,Nonfamily household: Female householder: Living alone
100,2,3-4 Apartments,1300,3,7,Married couple household
100,2,3-4 Apartments,1300,3,7,Married couple household
100,2,3-4 Apartments,1300,3,7,Married couple household
63,6,One-family house detached,1845,3,25,Married couple household
63,6,One-family house detached,1845,3,25,Married couple household
63,6,One-family house detached,1845,3,25,Married couple household
12,1,20-49 Apartments,2760,2,1,Nonfamily household: Female householder: Not living alone
12,1,20-49 Apartments,2760,2,1,Nonfamily household: Female householder: Not living alone
100,2,3-4 Apartments,1026,3,1,Nonfamily household: Female householder: Not living alone
100,2,3-4 Apartments,1026,3,1,Nonfamily household: Female householder: Not living alone
100,2,3-4 Apartments,1026,3,1,Nonfamily household: Female householder: Not living alone
100,2,50 or more apartments,370,3,15,"Other family household: Female householder, no spouse present"
100,2,50 or more apartments,370,3,15,"Other family household: Female householder, no spouse present"
100,2,50 or more apartments,370,3,15,"Other family household: Female householder, no spouse present"
100,1,3-4 Apartments,910,1,15,Nonfamily household: Female householder: Living alone
100,1,3-4 Apartments,1080,2,1,Nonfamily household: Male householder: Not living alone
100,1,3-4 Apartments,1080,2,1,Nonfamily household: Male householder: Not living alone
100,1,20-49 Apartments,1730,1,15,Nonfamily household: Male householder: Living alone
43,2,50 or more apartments,1100,1,3,Nonfamily household: Male householder: Living alone
100,1,3-4 Apartments,1350,1,1,Nonfamily household: Male householder: Living alone
100,6,One-family house detached,1458,3,3,Married couple household
100,6,One-family house detached,1458,3,3,Married couple household
100,6,One-family house detached,1458,3,3,Married couple household
43,1,10-19 Apartments,1700,1,1,Nonfamily household: Male householder: Living alone
100,0,5-9 Apartments,950,1,7,Nonfamily household: Male householder: Living alone
12,2,10-19 Apartments,2500,4,1,Married couple household
12,2,10-19 Apartments,2500,4,1,Married couple household
12,2,10-19 Apartments,2500,4,1,Married couple household
12,2,10-19 Apartments,2500,4,1,Married couple household
100,3,3-4 Apartments,1010,3,3,Married couple household
100,3,3-4 Apartments,1010,3,3,Married couple household
100,3,3-4 Apartments,1010,3,3,Married couple household
43,1,50 or more apartments,240,1,2,Nonfamily household: Female householder: Living alone
100,1,3-4 Apartments,1000,1,25,Nonfamily household: Female householder: Living alone
12,1,50 or more apartments,1590,1,2,Nonfamily household: Male householder: Living alone
43,1,20-49 Apartments,300,1,15,Nonfamily household: Male householder: Living alone
100,2,3-4 Apartments,2010,2,7,"Other family household: Male householder, no spouse present"
100,2,3-4 Apartments,2010,2,7,"Other family household: Male householder, no spouse present"
100,4,One-family house detached,2010,5,15,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,2010,5,15,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,2010,5,15,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,2010,5,15,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,2010,5,15,"Other family household: Female householder, no spouse present"
63,2,2 Apartments,1010,3,2,"Other family household: Female householder, no spouse present"
63,2,2 Apartments,1010,3,2,"Other family household: Female householder, no spouse present"
63,2,2 Apartments,1010,3,2,"Other family household: Female householder, no spouse present"
63,2,20-49 Apartments,1960,2,2,Nonfamily household: Male householder: Not living alone
63,2,20-49 Apartments,1960,2,2,Nonfamily household: Male householder: Not living alone
100,3,One-family house detached,2158,2,1,Married couple household
100,3,One-family house detached,2158,2,1,Married couple household
100,1,5-9 Apartments,180,2,15,"Other family household: Female householder, no spouse present"
100,1,5-9 Apartments,180,2,15,"Other family household: Female householder, no spouse present"
16,2,One-family house attached,2090,1,3,Nonfamily household: Male householder: Living alone
33,2,50 or more apartments,2300,2,1,Nonfamily household: Female householder: Not living alone
33,2,50 or more apartments,2300,2,1,Nonfamily household: Female householder: Not living alone
100,2,2 Apartments,1290,3,1,Married couple household
100,2,2 Apartments,1290,3,1,Married couple household
100,2,2 Apartments,1290,3,1,Married couple household
33,3,5-9 Apartments,1580,4,1,"Other family household: Female householder, no spouse present"
33,3,5-9 Apartments,1580,4,1,"Other family household: Female householder, no spouse present"
33,3,5-9 Apartments,1580,4,1,"Other family household: Female householder, no spouse present"
33,3,5-9 Apartments,1580,4,1,"Other family household: Female householder, no spouse present"
8,1,50 or more apartments,1800,1,1,Nonfamily household: Female householder: Living alone
100,4,One-family house detached,2460,2,25,Nonfamily household: Male householder: Not living alone
100,4,One-family house detached,2460,2,25,Nonfamily household: Male householder: Not living alone
33,2,50 or more apartments,1960,2,15,Nonfamily household: Male householder: Not living alone
33,2,50 or more apartments,1960,2,15,Nonfamily household: Male householder: Not living alone
100,2,5-9 Apartments,1090,1,7,Nonfamily household: Female householder: Living alone
23,1,50 or more apartments,2204,1,1,Nonfamily household: Female householder: Living alone
43,1,10-19 Apartments,1030,1,1,Nonfamily household: Female householder: Living alone
100,1,50 or more apartments,1430,1,30,Nonfamily household: Female householder: Living alone
100,2,One-family house attached,1070,1,3,Nonfamily household: Female householder: Living alone
16,4,3-4 Apartments,660,2,1,"Other family household: Male householder, no spouse present"
16,4,3-4 Apartments,660,2,1,"Other family household: Male householder, no spouse present"
100,4,One-family house detached,1040,1,3,Nonfamily household: Male householder: Living alone
16,2,50 or more apartments,1860,1,7,Nonfamily household: Male householder: Living alone
23,1,10-19 Apartments,1420,1,1,Nonfamily household: Male householder: Living alone
43,0,50 or more apartments,2120,1,1,Nonfamily household: Female householder: Living alone
